qtd_ponto_url,qtd_hifen_url,qtd_underline_url,qtd_barra_url,qtd_interrogacao_url,qtd_igual_url,qtd_arroba_url,qtd_comercial_url,qtd_exclamacao_url,qtd_til_url,qtd_virgula_url,qtd_mais_url,qtd_asterisco_url,qtd_hashtag_url,qtd_cifrao_url,qtd_porcento_url,qtd_tld_url,comprimento_url,qtd_ponto_dominio,qtd_hifen_dominio,qtd_underline_dominio,qtd_arroba_dominio,qtd_vogais_dominio,comprimento_dominio,formato_ip_dominio,server_client_dominio,qtd_ponto_diretorio,qtd_hifen_diretorio,qtd_underline_diretorio,qtd_barra_diretorio,qtd_igual_diretorio,qtd_arroba_diretorio,qtd_comercial_diretorio,qtd_exclamacao_diretorio,qtd_til_diretorio,qtd_virgula_diretorio,qtd_mais_diretorio,qtd_asterisco_diretorio,qtd_cifrao_diretorio,qtd_porcento_diretorio,comprimento_diretorio,qtd_ponto_arquivo,qtd_hifen_arquivo,qtd_underline_arquivo,qtd_igual_arquivo,qtd_arroba_arquivo,qtd_comercial_arquivo,qtd_exclamacao_arquivo,qtd_til_arquivo,qtd_virgula_arquivo,qtd_mais_arquivo,qtd_asterisco_arquivo,qtd_hashtag_arquivo,qtd_cifrao_arquivo,qtd_porcento_arquivo,comprimento_arquivo,qtd_ponto_parametros,qtd_hifen_parametros,qtd_underline_parametros,qtd_barra_parametros,qtd_interrogacao_parametros,qtd_igual_parametros,qtd_arroba_parametros,qtd_comercial_parametros,qtd_exclamacao_parametros,qtd_til_parametros,qtd_virgula_parametros,qtd_mais_parametros,qtd_asterisco_parametros,qtd_hashtag_parametros,qtd_cifrao_parametros,qtd_porcento_parametros,comprimento_parametros,presenca_tld_argumentos,qtd_parametros,email_na_url,extensao_arquivo,dominio_presente_em_rbl,tempo_resposta,possui_spf,localizacao_geografica_ip,tempo_ativacao_dominio,tempo_expiracao_dominio,qtd_ip_resolvido,qtd_nameservers,qtd_servidores_mx,valor_ttl_associado,certificado_tls_ssl,qtd_redirecionamentos,url_indexada_no_google,dominio_indexado_no_google,phishing
2,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,72,2,1,0,0,8,24,False,False,0,7,0,1,0,0,0,0,0,0,0,0,0,0,48,0,7,0,0,0,0,0,0,0,0,0,0,0,0,47,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,6.067636,False,US,4090.257726,555.959321,1.27168,2,0,12188.981404,False,0.699718,False,False,False
3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,43,2,0,0,0,8,17,False,False,1,0,0,4,0,0,0,0,0,9,0,0,0,0,26,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,4.597887,False,US,4090.257726,555.959321,1,6,1,3590,False,0,False,False,True
4,1,0,1,0,0,0,0,0,0,0,10,0,0,0,0,1,102,1,0,0,0,6,18,False,False,3,1,0,1,0,0,0,0,0,0,10,0,0,0,84,3,1,0,0,0,0,0,0,0,10,0,0,0,0,83,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,6.067636,False,US,5505,1799,1,4,0,881,True,1,False,False,False
1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,42,1,0,0,0,4,12,False,False,0,1,0,5,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,0.850708,False,US,5673,901,1,8,4,221,True,1,False,False,False
8,3,4,1,1,4,0,3,0,0,0,0,0,0,0,0,1,186,7,1,0,0,11,45,False,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,4,0,1,4,0,3,0,0,9,0,0,0,0,0,131,False,4,False,php,False,0.858577,False,PL,4090.257726,555.959321,1,3,1,6478,False,1,False,False,True
3,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,1,60,2,0,0,0,9,23,False,False,1,0,2,5,0,0,0,0,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,htm,False,0.504194,False,US,4090.257726,555.959321,4,4,8,48,True,2,False,False,False
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,48,2,0,0,0,6,16,False,False,0,0,0,3,0,0,0,0,0,9,0,0,0,0,32,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,0.547045,False,US,4090.257726,555.959321,1,4,5,79,True,0,False,False,True
2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,59,1,0,0,0,7,16,False,False,1,0,0,4,0,0,0,0,0,9,0,0,0,0,43,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,6.067636,False,US,58,306,1.27168,0,0,12188.981404,False,0.699718,False,False,True
2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,46,1,0,0,0,4,13,False,False,1,0,0,5,0,0,0,0,0,0,0,0,0,0,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,html,False,5.521885,True,CA,8142,990,1,5,2,3591,True,0,False,False,False
1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,32,1,0,0,0,3,11,False,False,0,1,0,2,0,0,0,0,0,0,0,0,0,0,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,0.645565,False,US,8031,1304,1,4,5,291,True,1,False,False,False
3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,50,2,0,0,0,7,20,False,False,1,0,1,2,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,html,False,4.585135,False,RO,4090.257726,555.959321,1,2,1,9141,True,0,False,False,False
1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,56,1,0,0,0,3,10,False,False,0,5,0,2,0,0,0,0,0,0,0,0,0,0,46,0,5,0,0,0,0,0,0,0,0,0,0,0,0,36,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,5.792719,False,DE,4090.257726,296,2,3,0,17,False,0,False,False,False
2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,39,1,0,0,0,6,19,False,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,False,1,False,asp,False,4.582543,True,GB,4641,471,1,5,5,1792,False,0,False,False,False
2,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,52,1,0,0,0,4,14,False,False,1,3,2,2,0,0,0,0,0,0,0,0,0,0,38,1,2,2,0,0,0,0,0,0,0,0,0,0,0,33,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,htm,False,1.610442,True,US,7144,890,1,4,2,289,False,2,False,False,False
2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,32,1,0,0,0,1,7,False,False,1,0,0,2,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,10,False,1,False,htm,False,0.32399,True,US,8611,153,1,6,2,289,False,2,False,False,False
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,30,1,0,0,0,5,17,False,False,0,0,0,2,0,0,0,0,0,9,0,0,0,0,13,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,6.904594,True,US,1258,202,1,2,1,14389,False,0,False,False,True
3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,65,2,0,0,0,6,21,False,False,1,0,0,4,0,0,0,0,0,9,0,0,0,0,44,1,0,0,0,0,0,0,0,9,0,0,0,0,0,18,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,9.668175,False,AU,4090.257726,555.959321,1,2,5,14385,False,0.699718,False,False,True
8,1,0,4,0,2,0,1,0,0,0,1,0,0,0,0,2,124,3,0,0,0,6,24,False,False,3,0,0,4,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,0,0,0,2,0,1,0,0,9,1,0,0,0,0,45,False,2,False,php,False,5.423048,False,US,4090.257726,555.959321,1,2,1,14399,False,0.699718,False,False,True
2,25,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,186,1,0,0,0,5,11,False,False,1,25,0,3,0,0,0,0,0,0,0,0,0,0,175,1,25,0,0,0,0,0,0,0,0,0,0,0,0,161,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,jsp,False,1.408576,False,US,6874,65,1,2,4,1787,True,3,False,False,False
3,0,1,4,0,3,0,2,0,0,0,0,0,0,0,0,1,251,2,0,0,0,8,22,False,False,1,0,0,4,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,3,0,2,0,0,9,0,0,0,0,0,174,False,3,False,php,False,0.795656,False,US,4090.257726,555.959321,1,4,1,14374,False,2,False,True,True
1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,73,1,0,0,0,5,13,False,False,0,2,0,5,0,0,0,0,0,9,0,0,0,0,60,0,0,0,0,0,0,0,0,9,0,0,0,0,0,22,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,5.968514,True,US,5914,294,1,2,1,14391,False,0,False,False,True
2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,44,1,0,0,0,4,12,False,False,1,1,0,3,0,0,0,0,0,0,0,0,0,0,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,html,False,0.835773,False,US,5674,900,1,8,4,231,True,1,False,False,False
1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,37,1,0,0,0,5,13,False,False,0,3,0,2,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,0.596293,False,US,2619,302,1,2,2,3589,False,2,False,False,False
4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,60,3,1,0,0,12,36,False,False,1,0,0,2,0,0,0,0,0,9,0,0,0,0,24,1,0,0,0,0,0,0,0,9,0,0,0,0,0,18,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,0.274533,False,US,860,235,1,2,1,14382,False,1,False,False,True
3,0,1,2,0,3,0,3,0,0,0,0,0,0,0,0,1,84,1,0,0,0,7,16,False,False,2,0,1,2,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,0,0,0,0,0,55,False,3,False,php,False,4.812457,False,TR,6335,555.959321,1,1,1,86388,False,0,False,False,True
4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2,93,2,0,0,0,8,25,False,False,1,1,0,1,0,0,0,0,0,0,0,0,0,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,1,0,0,0,1,0,0,0,0,9,0,0,0,0,4,49,True,1,False,php,False,0.20349,False,US,4090.257726,555.959321,1,4,5,29,True,1,False,False,True
1,12,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,128,1,0,0,0,7,23,False,False,0,12,0,5,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,0.902159,False,CA,6546,27,1,4,4,3589,False,2,False,False,False
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1,0,0,0,3,11,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,0.486237,True,US,6689,615,1,7,5,1079,True,1,False,False,False
3,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,79,2,0,0,0,4,20,False,False,1,4,0,3,0,0,0,0,0,9,0,0,0,0,59,1,4,0,0,0,0,0,0,9,0,0,0,0,0,50,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,html,False,0.639519,False,US,4090.257726,555.959321,1,4,0,40,True,1,False,False,True
2,0,0,1,0,0,0,2,2,0,0,0,1,0,0,0,1,44,2,0,0,0,5,20,False,False,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,5.593528,False,US,144,220,1,2,0,585,False,3,False,False,True
1,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,98,1,0,0,0,3,11,False,False,0,11,0,2,0,0,0,0,0,0,0,0,0,0,87,0,9,0,0,0,0,0,0,0,0,0,0,0,0,64,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,6.067636,False,US,3767,250,1,2,5,3453,False,0.699718,False,False,False
1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1,0,0,0,4,10,False,False,0,2,0,2,0,0,0,0,0,0,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,6.067636,False,US,357,7,1,1,1,86261,False,0.699718,False,False,False
1,13,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,93,1,0,0,0,5,15,False,False,0,13,0,3,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,6.067636,False,US,3188,463,2,2,5,3590,False,0.699718,False,False,False
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,38,2,0,0,0,3,12,False,False,0,0,0,2,0,0,0,0,0,9,0,0,0,0,26,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,6.20865,False,CA,4176,206,1,2,1,454,True,0,False,False,True
2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,53,1,0,0,0,6,19,False,False,1,0,0,2,0,0,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,17,False,0,False,php,False,6.679744,False,US,811,284,1,2,1,14388,True,0,False,False,True
14,0,0,3,1,6,0,10,0,0,0,0,0,0,0,0,1,255,1,0,0,0,5,13,False,False,1,0,0,3,0,0,0,0,0,0,0,0,0,0,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,1,6,0,10,0,0,9,0,0,0,0,0,223,False,3,False,php,False,11.23518,True,US,1271,189,1,2,1,14385,False,0,False,False,True
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,32,2,0,0,0,10,31,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,0.673745,False,US,4090.257726,555.959321,1,4,0,155,True,1,False,False,False
15,0,0,3,1,6,1,10,0,0,0,0,0,0,0,0,2,268,1,0,0,0,5,13,False,False,1,0,0,3,0,0,0,0,0,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,13,0,0,0,1,6,1,10,0,0,9,0,0,0,0,0,237,True,4,True,php,False,4.884074,True,US,1271,189,1,2,1,8386,False,0,False,False,True
3,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,57,3,0,0,0,8,25,False,False,0,0,1,4,0,0,0,0,0,9,0,0,0,0,32,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,0.684704,False,AR,5156,321,1,2,3,14400,True,1,False,False,True
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,35,1,0,0,0,6,20,False,False,1,0,0,1,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,1.092111,False,US,259,105,2,2,0,286,True,2,False,False,False
2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,63,1,0,0,0,3,11,False,False,1,0,0,5,0,0,0,0,0,0,0,0,0,0,35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,17,False,0,False,php,False,6.642621,False,DE,4090.257726,555.959321,1,2,1,14390,True,1,False,False,True
2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,35,2,1,0,0,7,23,False,False,0,0,0,2,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,5.118955,False,IT,4090.257726,555.959321,1,2,1,890,False,0,False,False,True
3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,47,2,0,0,0,7,16,False,False,1,0,1,2,0,0,0,0,0,0,0,0,0,0,31,1,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,svg,False,0.161756,False,US,4090.257726,555.959321,1,3,2,310,True,1,False,False,False
2,0,2,3,0,3,0,2,0,0,0,0,0,0,0,0,1,221,1,0,0,0,5,20,False,False,1,0,1,3,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,3,0,2,0,0,9,0,0,0,0,0,174,False,3,False,php,False,5.551698,False,US,5452,391,1,2,1,286,True,0,False,False,True
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,53,1,0,0,0,8,22,False,False,1,0,0,3,0,0,0,0,0,9,0,0,0,0,31,1,0,0,0,0,0,0,0,9,0,0,0,0,0,18,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,10.169571,False,FR,1602,223,1,2,1,14372,False,0,False,False,True
6,1,0,7,1,1,0,0,0,0,0,0,0,0,0,0,2,112,2,1,0,0,3,13,False,False,1,0,0,3,0,0,0,0,0,0,0,0,0,0,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,4,1,1,0,0,0,0,9,0,0,0,0,0,69,True,1,False,php,False,7.118543,False,VN,4090.257726,555.959321,1,3,1,3589,True,0,False,False,True
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,0,0,0,8,17,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,6.067636,False,US,4090.257726,555.959321,1.27168,1,0,12188.981404,False,0.699718,False,False,False
2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,2,1,0,0,5,18,False,False,0,0,0,1,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,4.642204,False,DE,374,355,1,2,0,171,False,0,False,False,True
1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,33,1,1,0,0,4,14,False,False,0,0,0,3,0,0,0,0,0,9,0,0,0,0,19,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,4.547374,False,UA,892,203,1,2,1,14392,False,0,False,False,True
3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,63,3,0,0,0,5,20,False,False,0,0,0,2,0,0,0,0,0,9,0,0,0,0,43,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,0.182347,False,US,4090.257726,555.959321,1,2,0,14399,False,0,False,False,True
6,3,4,3,0,0,1,0,0,0,0,0,0,0,0,0,2,115,3,0,0,0,8,22,False,False,1,1,0,3,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,4,0,0,0,1,0,0,0,9,0,0,0,0,0,77,True,0,True,pl,False,4.168768,True,BR,4090.257726,555.959321,1,4,1,293,True,0,False,False,True
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,24,2,0,0,0,3,14,False,False,0,0,0,1,0,0,0,0,0,9,0,0,0,0,10,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,0.779973,False,DE,4090.257726,555.959321,1,1,0,7189,False,1,False,False,True
2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,52,1,0,0,0,6,15,False,False,1,0,0,3,0,0,0,0,0,9,0,0,0,0,37,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,5.75582,False,US,5653,190,1,3,2,14391,False,0,False,False,True
1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,28,1,0,0,0,11,27,False,False,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,6.067636,False,CA,668,61,1,2,0,7186,True,1,False,False,False
3,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,65,2,3,0,0,12,45,False,False,1,0,0,2,0,0,0,0,0,9,0,0,0,0,20,1,0,0,0,0,0,0,0,9,0,0,0,0,0,17,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,6.067636,False,US,4090.257726,555.959321,1.27168,0,0,12188.981404,False,0.699718,False,False,True
3,1,2,7,0,2,0,1,0,0,0,0,0,0,0,0,1,130,1,0,0,0,11,28,False,False,0,1,1,7,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,1,0,0,9,0,0,0,0,0,40,False,2,False,php,False,4.843725,False,US,291,73,1,1,0,3591,False,0,False,False,True
1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,0,0,0,7,17,False,False,0,0,0,2,0,0,0,0,0,9,0,0,0,0,14,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0.852962,0.412544,0.628571,0.177003,0.061324,2.080836,0.162369,1.269686,0.000697,0,5.960976,0.064808,0,0,0.005575,0.255749,69.51777,False,1.878049,False,php,False,7.506901,False,TR,2340,216,1,2,1,14388,True,0,False,False,True
